Tweet,Location,Coordinates,Timestamp,Username,Sentiment
I'm fascinated by the long-term benefits of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",10/11/2023 17:25,lmcneil,Positive
I wonder about the local community involvement in the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",20/04/2023 17:29,seanpatel,Neutral
I have concerns regarding the economic impact of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",31/05/2023 07:46,stephanieramos,Neutral
I'm impressed by the tourism potential of the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",13/03/2023 09:41,patricia06,Positive
I'm uncertain about the local community involvement in the Tren Maya and its possible global significance.,Chichen Itza,"(20.6843, -88.5678)",28/06/2023 11:54,fmcdonald,Neutral
I'm supportive of the funding and investments for the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",29/11/2023 06:28,cory64,Positive
I'm doubtful about the environmental sustainability of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",11/07/2023 02:02,christopherthomas,Negative
I'm impressed by the funding and investments for the Tren Maya and its impact on local wildlife.,Playa del Carmen,"(20.6296, -87.0739)",13/06/2023 06:22,juliehouse,Positive
I'm fascinated by the funding and investments for the Tren Maya and its influence on local culture.,Merida,"(20.9674, -89.5926)",01/11/2023 02:41,edwardscharles,Positive
I'm uncertain about the design and route of the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",29/09/2023 22:50,shannon11,Negative
I'm critical of the long-term benefits of the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",22/06/2023 02:38,richard80,Neutral
I'm optimistic about the environmental sustainability of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",17/07/2023 16:58,kpotter,Positive
I'm impressed by the cultural significance of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",29/08/2023 15:45,amerritt,Positive
I'm supportive of the environmental sustainability of the Tren Maya and how it might change travel.,Chichen Itza,"(20.6843, -88.5678)",15/03/2023 22:00,timothyharmon,Positive
I'm excited for the long-term benefits of the Tren Maya and the challenges it faces.,Bacalar,"(18.6783, -88.3926)",18/09/2023 18:50,kristinrodriguez,Positive
I'm curious about how the cultural significance of the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",22/08/2023 09:34,john60,Positive
I'm fascinated by the long-term benefits of the Tren Maya and the challenges it faces.,Playa del Carmen,"(20.6296, -87.0739)",30/07/2023 13:14,patriciaharper,Positive
I'm uncertain about the design and route of the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",07/04/2023 04:11,spencerdylan,Negative
I'm supportive of the funding and investments for the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",15/09/2023 21:38,ismith,Positive
I'm fascinated by the long-term benefits of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",16/10/2023 01:56,dereksoto,Positive
I'm uncertain about the cultural significance of the Tren Maya and its influence on local culture.,Merida,"(20.9674, -89.5926)",04/07/2023 08:25,hailey12,Neutral
I'm cautious about the design and route of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",14/04/2023 06:10,awright,Negative
I'm fascinated by the long-term benefits of the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",16/07/2023 08:00,ejenkins,Positive
I'm impressed by the long-term benefits of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",19/03/2023 10:40,kelly02,Positive
I'm optimistic about the long-term benefits of the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",01/07/2023 03:15,jimenezkathy,Positive
I'm cautious about the tourism potential of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",17/07/2023 00:05,ocox,Negative
I wonder about the construction process of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",23/06/2023 22:49,amy84,Neutral
I'm critical of the design and route of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",02/07/2023 04:19,dwayneaustin,Negative
I'm uncertain about the local community involvement in the Tren Maya and its effects on the region.,Tulum,"(20.2114, -87.4654)",14/03/2023 00:42,lhunt,Negative
I'm supportive of the tourism potential of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",12/04/2023 04:55,john93,Positive
I'm optimistic about the construction process of the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",29/08/2023 18:25,youngdebra,Positive
I'm fascinated by the funding and investments for the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",02/11/2023 22:34,marythompson,Positive
I'm excited for the economic impact of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",21/09/2023 23:32,jponce,Positive
I'm optimistic about the design and route of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",21/04/2023 18:57,ycombs,Positive
I have concerns regarding the long-term benefits of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",26/03/2023 10:46,schneideredwin,Positive
I'm impressed by the design and route of the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",30/06/2023 14:12,ellenburke,Positive
I'm critical of the funding and investments for the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",30/10/2023 15:25,ushepherd,Negative
I have concerns regarding the tourism potential of the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",17/09/2023 18:28,roberthenry,Neutral
I'm supportive of the construction process of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",16/06/2023 23:49,stacyharris,Positive
I'm optimistic about the local community involvement in the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",18/03/2023 03:09,taylorkristen,Positive
I'm curious about how the long-term benefits of the Tren Maya and how it might change travel.,Campeche,"(19.8454, -90.5237)",19/07/2023 22:42,jessica85,Positive
I'm excited for the environmental sustainability of the Tren Maya and how it might change travel.,Chichen Itza,"(20.6843, -88.5678)",04/11/2023 21:13,mjones,Positive
I'm excited for the funding and investments for the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",25/08/2023 06:41,diaztimothy,Positive
I'm impressed by the construction process of the Tren Maya and the opportunities it presents.,Valladolid,"(20.6886, -88.2025)",31/08/2023 00:22,stephanie15,Positive
I'm critical of the economic impact of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",04/02/2023 15:15,tiffany12,Neutral
I'm doubtful about the local community involvement in the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",21/02/2023 10:13,johnbailey,Negative
I'm critical of the construction process of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",28/07/2023 02:12,ilarson,Negative
I'm optimistic about the construction process of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",22/10/2023 12:52,callen,Positive
I'm excited for the local community involvement in the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",07/09/2023 03:44,halethomas,Positive
I'm impressed by the long-term benefits of the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",13/02/2023 03:37,carterangel,Positive
I'm cautious about the construction process of the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",12/11/2023 09:22,gardnermelanie,Neutral
I'm fascinated by the design and route of the Tren Maya and its impact on local wildlife.,Playa del Carmen,"(20.6296, -87.0739)",01/04/2023 05:36,sean83,Positive
I'm cautious about the economic impact of the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",03/02/2023 13:18,stevenhuerta,Positive
I'm fascinated by the long-term benefits of the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",14/03/2023 12:45,martinangela,Positive
I'm excited for the funding and investments for the Tren Maya and its potential for change.,Merida,"(20.9674, -89.5926)",26/01/2023 22:13,anthony95,Positive
I wonder about the funding and investments for the Tren Maya and its impact on local wildlife.,Chichen Itza,"(20.6843, -88.5678)",02/10/2023 00:30,simmonswilliam,Neutral
I'm excited for the design and route of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",26/09/2023 17:26,ronaldsmith,Positive
I'm uncertain about the local community involvement in the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",24/09/2023 08:36,pattersonlauren,Negative
I wonder about the long-term benefits of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",26/09/2023 17:24,christophermcmillan,Positive
I wonder about the economic impact of the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",29/05/2023 14:20,nicholsonjessica,Neutral
I'm critical of the cultural significance of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",09/06/2023 13:25,williamruiz,Neutral
I'm cautious about the environmental sustainability of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",21/03/2023 03:34,grahamlindsay,Positive
I'm doubtful about the funding and investments for the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",03/02/2023 23:13,jamesashley,Negative
I'm excited for the construction process of the Tren Maya and its possible global significance.,Chichen Itza,"(20.6843, -88.5678)",08/03/2023 05:47,amandagreen,Positive
I'm impressed by the design and route of the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",14/03/2023 00:08,qanderson,Positive
I'm supportive of the construction process of the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",19/06/2023 04:28,peterbrown,Positive
I have concerns regarding the construction process of the Tren Maya and its impact on local wildlife.,Playa del Carmen,"(20.6296, -87.0739)",17/01/2023 06:37,doughertylaura,Neutral
I'm fascinated by the design and route of the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",29/01/2023 18:23,kyle13,Positive
I'm excited for the economic impact of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",26/08/2023 00:25,crystal55,Positive
I'm optimistic about the environmental sustainability of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",09/07/2023 06:40,fstephens,Positive
I'm fascinated by the cultural significance of the Tren Maya and its impact on local wildlife.,Chichen Itza,"(20.6843, -88.5678)",18/09/2023 20:43,shannon39,Positive
I'm curious about how the long-term benefits of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",01/09/2023 06:26,dominique41,Positive
I'm supportive of the funding and investments for the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",06/07/2023 11:48,michelle27,Positive
I'm critical of the cultural significance of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",21/10/2023 00:01,lvargas,Neutral
I'm supportive of the environmental sustainability of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",26/09/2023 07:07,victoriaholmes,Positive
I have concerns regarding the local community involvement in the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",18/03/2023 01:59,johnsonsara,Neutral
I'm uncertain about the cultural significance of the Tren Maya and what it means for the future.,Merida,"(20.9674, -89.5926)",05/03/2023 17:11,kimberly50,Neutral
I'm fascinated by the long-term benefits of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",02/06/2023 08:45,daniel92,Positive
I'm excited for the design and route of the Tren Maya and its potential for change.,Valladolid,"(20.6886, -88.2025)",09/03/2023 03:54,rmartinez,Positive
I'm impressed by the design and route of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",24/02/2023 08:24,huffmanvictoria,Positive
I'm optimistic about the tourism potential of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",02/04/2023 08:08,dgarcia,Positive
I'm uncertain about the funding and investments for the Tren Maya and its influence on local culture.,Tulum,"(20.2114, -87.4654)",28/08/2023 08:54,dwayneobrien,Negative
